modelo,ano,preco,mileage
Z4,2012,71238,108552
5 Series,2023,19692,94936
X1,2022,53544,49988
i3,2016,21637,101704
Z4,2018,49596,75000
X1,2023,59684,45544
3 Series,2012,69005,13722
i3,2018,41275,103292
3 Series,2015,64304,137711
5 Series,2013,31473,87461
5 Series,2012,47582,125941
i3,2021,35082,83864
5 Series,2011,31955,8308
Z4,2011,67421,61536
i3,2018,77899,130727
i3,2014,62256,114828
i3,2016,58844,132597
Z4,2017,70497,43035
X1,2023,32207,86071
i3,2020,45138,26861
5 Series,2020,22093,79355
Z4,2017,69891,32068
Z4,2014,35465,148246
3 Series,2017,36101,43593
Z4,2013,71159,131014
Z4,2018,77986,84155
5 Series,2019,46226,17149
Z4,2022,45920,109003
X1,2011,76990,37989
5 Series,2022,42955,36046
X1,2017,38653,76902
5 Series,2013,23844,126363
i3,2014,73008,66404
i3,2017,31864,83159
i3,2018,56658,95697
3 Series,2022,68423,80277
3 Series,2013,35153,126340
Z4,2013,46699,123254
i3,2016,60222,129147
5 Series,2018,32572,137809
Z4,2022,79136,135862
i3,2021,36672,140867
Z4,2013,37230,27518
3 Series,2011,31138,90034
X1,2012,73443,60876
3 Series,2010,68446,135934
5 Series,2023,22673,102257
5 Series,2014,30306,95980
Z4,2019,65222,87837
3 Series,2010,50974,26681
X1,2010,63178,53684
3 Series,2021,36927,111027
5 Series,2011,59381,85820
X1,2010,55584,94009
i3,2020,74807,19780
X1,2012,31368,48921
3 Series,2010,54307,50730
X1,2021,48919,9567
5 Series,2017,24417,39219
X1,2013,69987,138026
5 Series,2017,67521,75034
X1,2015,21241,148542
i3,2019,35012,30587
5 Series,2019,66247,96100
3 Series,2019,64713,130805
5 Series,2020,67733,133449
i3,2017,37547,62398
3 Series,2011,44628,5860
i3,2021,26377,142088
3 Series,2016,27451,8305
3 Series,2021,17977,40834
i3,2017,30205,61540
3 Series,2013,72495,113879
3 Series,2011,29854,57120
X1,2010,30512,116915
3 Series,2011,50690,142018
5 Series,2012,46057,109072
i3,2012,33735,24343
Z4,2011,23409,99943
i3,2019,74853,73335
i3,2011,49439,74717
3 Series,2015,27881,67589
3 Series,2014,52063,20716
Z4,2016,69771,10904
X1,2017,53681,30312
i3,2011,22807,83370
Z4,2017,46965,66852
X1,2022,27188,65261
Z4,2011,30066,120976
5 Series,2016,31497,62966
3 Series,2019,77429,102758
Z4,2011,76194,118129
3 Series,2016,41364,146459
3 Series,2010,73274,87796
Z4,2023,30997,108670
X1,2021,29818,88585
i3,2017,61078,136844
5 Series,2020,50892,120849
3 Series,2011,77883,147644
X1,2010,68823,112268
i3,2014,21146,126331
5 Series,2017,69283,130774
X1,2013,54159,109536
5 Series,2010,34393,133534
5 Series,2012,51552,137582
3 Series,2015,41058,78551
Z4,2014,54243,95667
X1,2023,78967,124210
X1,2012,53534,129771
3 Series,2014,60304,27422
X1,2022,54510,82250
Z4,2015,18116,148944
X1,2019,54761,130358
3 Series,2020,67069,111776
X1,2019,57234,111834
X1,2018,15771,68654
i3,2010,65561,72348
5 Series,2020,60804,137212
Z4,2019,18337,48529
5 Series,2017,51161,17834
X1,2015,62484,7254
Z4,2012,20128,65849
Z4,2023,43688,108662
i3,2015,44213,82031
i3,2020,25983,79499
Z4,2021,27426,53609
3 Series,2013,75237,121923
i3,2018,20796,83430
5 Series,2023,70205,13561
Z4,2014,44718,107309
5 Series,2017,48160,50228
Z4,2020,27438,95691
i3,2018,37585,70438
5 Series,2022,54361,79192
i3,2014,31205,19222
Z4,2015,22710,30484
5 Series,2011,31066,90413
Z4,2011,30257,40350
3 Series,2020,22379,39072
X1,2022,46993,105715
X1,2011,42413,110222
Z4,2023,20560,93054
X1,2014,72414,138171
3 Series,2017,30276,127464
5 Series,2022,22553,94550
3 Series,2016,62614,65759
5 Series,2023,34825,144101
i3,2012,52560,69253
3 Series,2010,30932,67025
Z4,2019,43219,90354
X1,2016,63655,97796
Z4,2013,25025,114791
X1,2011,65642,22053
X1,2020,35157,131844
3 Series,2014,61686,120651
i3,2015,77954,81162
X1,2023,33696,44223
i3,2023,59408,93553
3 Series,2017,73682,14029
i3,2020,20572,33821
i3,2022,52878,76039
X1,2018,38882,61103
Z4,2018,26129,57450
i3,2018,35211,120011
3 Series,2023,53931,127350
5 Series,2011,32978,114000
i3,2021,56742,140732
i3,2015,60685,119941
X1,2020,22886,140644
X1,2016,59491,96461
Z4,2018,63115,14557
X1,2012,48521,34726
5 Series,2020,49334,146610
i3,2015,33083,29718
3 Series,2011,55016,125877
X1,2016,34437,43946
i3,2017,69345,42185
5 Series,2010,44841,116246
3 Series,2022,35949,149567
X1,2010,22514,135623
X1,2022,76179,91833
5 Series,2023,27893,44391
i3,2014,36035,72708
i3,2018,47896,103806
5 Series,2011,72195,142596
3 Series,2022,15075,110732
X1,2011,29582,94276
5 Series,2023,45585,35759
Z4,2020,55793,41514
X1,2022,27492,145536
3 Series,2011,16309,149788
5 Series,2022,25599,64472
3 Series,2015,66756,15891
X1,2012,70995,109286
X1,2011,62506,9300
5 Series,2023,62729,85801
3 Series,2016,27906,97148
Z4,2012,16646,71773
3 Series,2020,25140,127126
X1,2017,39441,9952
5 Series,2015,47107,97745
X1,2011,43018,32670
i3,2013,24635,20488
5 Series,2010,17675,97878
5 Series,2014,33054,102367
X1,2020,77677,74565
Z4,2020,30219,85315
X1,2010,68261,96409
5 Series,2016,33486,22209
5 Series,2010,45305,61528
3 Series,2012,53132,82518
5 Series,2017,33384,148636
5 Series,2020,41078,148557
5 Series,2023,19110,8079
3 Series,2021,29377,113851
X1,2020,77885,64566
5 Series,2017,40377,53358
i3,2022,53533,107442
X1,2010,29581,60382
3 Series,2015,61443,33186
3 Series,2015,75470,31383
5 Series,2021,32402,33578
i3,2010,52911,88440
3 Series,2020,33400,52162
5 Series,2020,58372,53841
5 Series,2018,19075,128287
X1,2017,75854,105744
3 Series,2011,77086,43927
5 Series,2016,35128,132050
5 Series,2013,19577,78640
Z4,2018,32288,43017
3 Series,2014,43240,72472
X1,2013,76103,31808
5 Series,2015,33656,16691
5 Series,2013,62246,55406
3 Series,2011,74574,37956
5 Series,2011,45244,80549
Z4,2021,19513,77293
Z4,2017,26142,126797
X1,2015,61219,142860
i3,2011,41080,65023
Z4,2012,51200,45510
Z4,2013,38385,10081
X1,2015,50280,86537
5 Series,2023,57309,144683
5 Series,2016,48407,120702
i3,2021,58260,60288
5 Series,2015,48042,73518
5 Series,2016,46358,53873
5 Series,2014,43340,90929
3 Series,2011,43253,25811
i3,2021,52166,146048
3 Series,2020,61771,89816
i3,2013,75438,73856
i3,2015,45044,69794
3 Series,2012,79780,69792
X1,2014,32993,36528
Z4,2013,75444,92738
i3,2017,59399,64463
X1,2013,26133,141125
X1,2021,57852,98702
X1,2019,22603,92417
i3,2011,79215,82629
3 Series,2016,30021,127703
5 Series,2023,75768,11415
5 Series,2013,59471,111372
3 Series,2012,45527,66867
3 Series,2018,54901,50910
5 Series,2023,51156,103402
i3,2016,15789,70559
5 Series,2015,59228,41173
3 Series,2013,54801,98874
i3,2019,26138,47394
5 Series,2010,73475,30455
i3,2020,79293,93677
X1,2012,17681,70454
X1,2020,16970,128690
i3,2023,47850,113529
5 Series,2011,74735,5961
5 Series,2019,52214,12875
i3,2020,24710,71966
Z4,2015,31777,137859
5 Series,2023,37957,124851
i3,2011,44002,147870
i3,2018,43141,26654
3 Series,2021,31954,112388
i3,2013,47592,88738
3 Series,2023,66608,121055
3 Series,2012,58330,138704
3 Series,2010,47260,63875
X1,2010,34674,119298
Z4,2013,17472,79573
3 Series,2019,39621,131913
i3,2019,79646,119519
5 Series,2011,78349,139958
X1,2020,79727,29825
X1,2010,60095,5413
5 Series,2021,42499,127210
Z4,2018,76306,109651
3 Series,2022,42348,34418
i3,2018,50895,81225
Z4,2022,49833,113872
i3,2021,75491,87648
3 Series,2011,28070,100036
i3,2010,43336,139419
Z4,2021,62532,145765
5 Series,2021,77869,16456
5 Series,2018,53444,133077
Z4,2018,72545,76469
X1,2019,37044,127537
X1,2021,45923,37555
5 Series,2017,66873,137347
5 Series,2022,59091,83943
Z4,2016,73005,124699
X1,2011,36666,71034
Z4,2017,45633,82294
Z4,2015,31682,51191
X1,2016,30118,95281
X1,2023,17567,17273
5 Series,2022,17684,141760
X1,2020,74476,30960
i3,2013,46129,79865
5 Series,2010,60537,113549
5 Series,2014,66567,91901
3 Series,2012,68228,53303
Z4,2015,76334,72908
3 Series,2014,75714,107197
5 Series,2010,53391,51475
Z4,2017,79605,75165
X1,2013,42690,135689
5 Series,2011,56557,12161
X1,2016,68787,142219
3 Series,2012,28943,97945
Z4,2019,19057,80136
X1,2021,47115,61062
X1,2010,39574,131558
3 Series,2022,35745,37420
X1,2016,41476,107112
Z4,2012,49885,136149
3 Series,2014,60042,94936
3 Series,2020,43690,74449
5 Series,2010,63308,16871
X1,2015,55401,86585
5 Series,2017,46611,129667
3 Series,2010,76106,121723
3 Series,2020,45278,141479
5 Series,2018,54087,140665
X1,2021,35957,72510
i3,2023,50679,37236
5 Series,2010,76022,86345
3 Series,2010,68981,143304
5 Series,2015,69621,27376
X1,2018,79530,80495
Z4,2020,20838,24506
Z4,2019,67278,54361
X1,2018,42629,20185
5 Series,2016,43831,144810
X1,2012,16637,145567
X1,2011,68050,100613
Z4,2020,38137,71771
i3,2015,17368,116494
5 Series,2015,40311,148756
X1,2018,69349,77627
i3,2021,42250,78353
Z4,2014,49282,89584
Z4,2021,54879,127833
Z4,2020,44817,132344
3 Series,2012,68409,14491
Z4,2011,28243,73875
Z4,2016,69587,36134
i3,2022,27413,103972
Z4,2018,65675,34260
i3,2022,34141,6736
3 Series,2021,53928,95355
Z4,2010,67241,6772
Z4,2022,35327,83044
Z4,2015,31896,117805
i3,2016,56339,105801
Z4,2021,70487,92497
i3,2017,77795,29050
i3,2018,32651,53147
3 Series,2010,65965,81975
5 Series,2017,45682,55292
5 Series,2012,55911,9969
Z4,2017,24296,50546
Z4,2015,56582,123069
5 Series,2015,58674,61195
5 Series,2010,25830,9109
X1,2016,62432,123545
5 Series,2021,30026,25282
X1,2014,60139,123654
Z4,2020,33642,109024
3 Series,2019,48656,15310
Z4,2017,64724,43943
3 Series,2023,72640,76515
5 Series,2010,38275,94731
3 Series,2011,52348,28295
3 Series,2015,53627,92766
Z4,2023,49599,48404
X1,2019,57737,53384
5 Series,2020,37858,144487
i3,2011,71447,102512
Z4,2022,57936,91837
5 Series,2013,59455,77507
i3,2012,78106,48810
Z4,2012,30857,137711
X1,2020,23648,49160
X1,2013,66098,26825
X1,2019,38378,55801
5 Series,2012,43563,20342
Z4,2020,61442,108558
X1,2010,75197,88646
X1,2011,71431,41846
X1,2019,48046,60240
5 Series,2010,55787,132788
X1,2022,39873,131406
3 Series,2012,55891,96906
i3,2023,42152,74880
X1,2022,33002,48833
Z4,2013,29009,59339
5 Series,2011,76433,40445
X1,2020,48842,144556
i3,2020,45093,105200
Z4,2010,27193,127414
5 Series,2013,48504,12346
X1,2012,22229,128324
Z4,2016,15654,37910
Z4,2019,63928,48342
Z4,2013,36791,85230
5 Series,2018,42784,137689
i3,2023,37000,109742
5 Series,2020,78236,45646
X1,2013,37345,106190
Z4,2023,15484,53371
5 Series,2015,32193,133362
X1,2021,75609,23912
5 Series,2019,45024,88194
Z4,2011,64856,24730
i3,2015,78180,124539
Z4,2020,54665,62877
i3,2017,72302,11864
5 Series,2022,18044,103219
5 Series,2020,66812,100952
i3,2010,33786,91103
5 Series,2017,15288,87925
3 Series,2015,45654,42406
5 Series,2021,57547,78846
X1,2019,35274,61023
X1,2019,53171,125455
i3,2016,17260,109105
i3,2011,38795,118351
i3,2021,70918,6670
3 Series,2016,15303,11330
3 Series,2012,32417,20955
5 Series,2020,21788,47241
Z4,2014,69044,75990
Z4,2022,37995,5934
i3,2017,79405,64636
Z4,2014,63455,34050
X1,2018,45760,144640
5 Series,2012,39925,17926
X1,2015,47857,52441
X1,2017,19826,126954
Z4,2019,25158,108197
Z4,2012,52754,85484
Z4,2014,45625,55124
Z4,2022,31077,26294
5 Series,2015,46618,69029
3 Series,2019,70501,89885
i3,2018,74525,48400
X1,2020,31223,83132
5 Series,2011,56785,47134
Z4,2016,32860,127157
5 Series,2021,26744,56111
X1,2013,76099,124775
3 Series,2011,67461,84964
i3,2018,75133,14324
3 Series,2021,47005,100311
3 Series,2023,61782,143620
5 Series,2010,48611,21679
Z4,2018,25660,145935
i3,2023,60951,14439
X1,2010,23542,34870
X1,2010,21484,47453
Z4,2011,25907,7135
3 Series,2018,40930,147260
Z4,2022,69852,123119
X1,2021,62705,5445
Z4,2018,58528,106116
i3,2019,76439,8699
X1,2011,21074,146781
i3,2010,19287,44036
Z4,2020,67895,85474
Z4,2010,19349,34860
X1,2018,17392,20813
i3,2016,71290,39135
5 Series,2013,78692,117311
5 Series,2010,44960,128925
X1,2017,71197,142774
X1,2012,30517,142368
3 Series,2017,36602,112809
i3,2019,33975,113157
5 Series,2015,42967,44616
Z4,2013,67291,13459
3 Series,2011,42987,133730
5 Series,2015,77480,11844
5 Series,2020,61862,110306
i3,2015,24535,135206
5 Series,2019,37154,50360
5 Series,2010,25140,33058
i3,2023,17952,108040
3 Series,2017,33105,87628
3 Series,2018,32003,32405
3 Series,2023,38095,139508
i3,2022,48831,139289
i3,2014,21747,92231
i3,2023,22242,69962
Z4,2023,69269,137397
3 Series,2010,31626,83284
5 Series,2013,65335,75277
5 Series,2018,69798,93110
3 Series,2018,27695,14580
Z4,2014,79221,9185
X1,2014,67812,88554
X1,2014,46340,71178
Z4,2016,39587,127794
3 Series,2019,37360,68966
i3,2014,74747,86017
Z4,2018,51334,19984
Z4,2015,45889,12668
X1,2019,70585,57293
3 Series,2016,33867,124313
5 Series,2023,71431,128734
X1,2010,38539,15996
i3,2012,73255,25418
5 Series,2010,38924,36720
Z4,2010,53429,11254
X1,2017,65761,19673
5 Series,2020,30643,43880
Z4,2011,46864,38056
Z4,2017,56893,33094
3 Series,2013,16535,64492
Z4,2020,64952,113006
3 Series,2011,15379,10186
3 Series,2015,16559,23271
i3,2015,26232,67101
i3,2020,23801,125144
i3,2018,35921,70598
X1,2019,55102,144857
i3,2019,51172,59560
Z4,2015,44395,142207
5 Series,2011,66867,47340
3 Series,2021,46062,80790
3 Series,2015,57596,104708
X1,2011,66667,67234
Z4,2019,59748,103156
Z4,2014,16507,31767
Z4,2018,28518,126537
Z4,2018,66282,39335
3 Series,2011,77658,10323
Z4,2022,21681,149379
Z4,2016,19398,93870
X1,2014,53650,34101
3 Series,2022,23459,106837
X1,2011,71548,121925
5 Series,2014,28112,120835
3 Series,2018,30049,43697
Z4,2019,60849,56181
Z4,2017,20058,11681
X1,2014,45912,11457
X1,2010,77199,23464
i3,2015,35704,5618
3 Series,2015,29430,101267
5 Series,2019,65837,14051
Z4,2021,71579,118371
3 Series,2022,17343,135542
X1,2010,39875,47397
5 Series,2013,59201,35764
X1,2010,27377,119001
5 Series,2020,79671,34671
Z4,2018,62745,5201
Z4,2010,21938,58368
X1,2023,29647,45172
5 Series,2023,66196,68276
Z4,2012,29852,24276
i3,2011,69413,51151
X1,2021,43748,98912
5 Series,2021,27959,100316
X1,2022,61260,39006
Z4,2013,53161,49174
5 Series,2019,51771,57586
5 Series,2016,16840,41779
Z4,2021,32560,94716
X1,2016,73199,87232
Z4,2017,61562,119680
5 Series,2010,31656,78898
i3,2013,36647,71884
X1,2018,37660,117360
X1,2016,57386,90673
X1,2011,25762,64991
i3,2014,79745,138075
i3,2018,42332,55266
X1,2013,17354,126959
i3,2017,77114,75290
Z4,2010,65194,36352
X1,2018,79469,43561
5 Series,2018,27171,129692
i3,2017,38784,8824
i3,2023,28649,124938
5 Series,2021,78318,101010
5 Series,2021,54314,8449
X1,2023,54029,46665
Z4,2023,67941,72160
3 Series,2022,54220,53903
i3,2020,70811,11994
X1,2022,74192,49952
3 Series,2010,27649,146256
Z4,2022,38365,125878
5 Series,2023,27535,82392
Z4,2012,58184,135744
3 Series,2013,35522,67886
3 Series,2022,43912,124850
i3,2023,50830,135723
X1,2020,52883,13425
X1,2010,34939,102771
3 Series,2016,52847,51463
3 Series,2021,72587,53857
5 Series,2020,69661,67263
3 Series,2015,60898,11428
5 Series,2010,64233,56088
5 Series,2013,65162,147242
X1,2016,25478,134958
Z4,2012,55654,102618
5 Series,2018,48845,5883
3 Series,2017,73748,135900
i3,2021,55540,123367
5 Series,2021,17162,38692
Z4,2016,49456,110038
Z4,2015,30572,55808
3 Series,2010,38799,19943
3 Series,2011,53666,95044
3 Series,2021,49413,32338
X1,2016,41054,40736
5 Series,2015,33184,65979
Z4,2023,75427,149240
5 Series,2021,41300,51882
Z4,2017,39462,116176
5 Series,2011,53411,83891
i3,2019,16796,65653
Z4,2016,78870,112718
Z4,2023,61293,65947
5 Series,2014,56190,126315
3 Series,2012,15008,23356
X1,2014,16387,89159
X1,2022,49538,147859
3 Series,2020,77407,9501
5 Series,2011,77996,130224
X1,2010,47146,146577
X1,2016,50320,53465
i3,2020,53012,45468
3 Series,2011,19110,146494
Z4,2011,37066,112971
i3,2020,43779,18152
i3,2010,74268,24756
Z4,2016,64199,111681
Z4,2023,46321,5567
X1,2016,41809,120391
5 Series,2018,40378,104655
Z4,2018,42524,53992
5 Series,2011,41904,131084
i3,2021,51383,112367
i3,2010,74010,93448
5 Series,2010,72940,149384
Z4,2022,39135,112415
3 Series,2019,43170,45580
Z4,2016,57981,106790
3 Series,2021,78889,33824
i3,2021,35710,11861
Z4,2023,15190,38641
3 Series,2010,40035,87808
3 Series,2011,55673,43191
X1,2016,58419,24536
X1,2016,31935,41353
5 Series,2013,44016,109016
Z4,2021,74025,145730
i3,2019,20748,132225
5 Series,2010,54515,83252
3 Series,2015,26032,17197
i3,2016,55383,86197
3 Series,2011,52974,69691
Z4,2012,47650,141433
X1,2015,57185,75368
3 Series,2015,25610,79609
i3,2020,15014,45265
Z4,2023,73252,29375
5 Series,2016,63013,128254
5 Series,2010,48425,108654
3 Series,2014,22223,112226
Z4,2016,74351,88210
3 Series,2013,60862,122206
Z4,2021,26009,146464
Z4,2014,73281,58276
Z4,2013,24698,139548
5 Series,2018,31291,25354
3 Series,2016,71262,48267
5 Series,2016,15676,15937
5 Series,2014,69466,65979
5 Series,2011,43470,13910
i3,2014,75913,109531
i3,2011,40801,132462
i3,2018,52350,133853
5 Series,2010,39781,75685
3 Series,2017,25579,137457
3 Series,2022,53012,52323
5 Series,2012,76381,136169
Z4,2021,35470,117506
i3,2011,17848,5059
3 Series,2020,69258,123808
i3,2010,64043,70586
3 Series,2012,53035,53931
5 Series,2012,21251,5022
3 Series,2013,77190,78721
i3,2017,70060,88916
X1,2020,79090,88536
Z4,2017,64017,117974
5 Series,2018,35194,73541
Z4,2012,62107,102358
5 Series,2022,47671,112901
Z4,2022,30314,95184
i3,2022,42003,37678
5 Series,2011,15146,103899
X1,2014,68058,138340
i3,2011,55119,76883
Z4,2022,67965,146544
Z4,2012,55606,129222
i3,2022,69364,140288
i3,2014,62005,86773
X1,2016,50102,131545
i3,2020,29574,24323
i3,2011,65005,8226
i3,2022,22009,147545
i3,2019,29028,54251
5 Series,2015,37192,18132
3 Series,2022,26552,11693
X1,2014,68482,19157
i3,2013,60648,17287
5 Series,2023,36390,31377
5 Series,2010,57714,51998
Z4,2016,48800,92963
X1,2011,69088,5401
5 Series,2021,72770,56758
X1,2016,52070,143575
3 Series,2023,54290,21562
3 Series,2020,69003,110599
3 Series,2020,76962,83097
5 Series,2019,31003,17670
3 Series,2017,30506,98533
3 Series,2016,52687,27128
Z4,2019,25987,121960
Z4,2015,75286,131583
i3,2016,77360,96323
Z4,2018,24147,65542
3 Series,2014,15572,149977
Z4,2019,41471,128540
5 Series,2012,28551,130719
5 Series,2023,79967,117940
Z4,2017,25361,85558
Z4,2017,62752,89630
3 Series,2022,55294,99434
X1,2018,76381,96600
Z4,2012,55245,102643
X1,2016,59116,18507
X1,2016,60904,42903
5 Series,2017,67641,121382
5 Series,2018,37879,45370
3 Series,2021,19420,103752
5 Series,2016,71651,142861
5 Series,2010,35927,16580
3 Series,2016,74527,44252
5 Series,2020,44413,15458
3 Series,2018,63977,149338
X1,2012,54118,137480
3 Series,2021,39164,46286
5 Series,2020,30186,92133
3 Series,2017,24204,85086
3 Series,2013,46324,35647
X1,2020,43071,8880
Z4,2015,75432,75615
3 Series,2021,43506,67376
Z4,2010,24824,64489
3 Series,2016,66707,78048
Z4,2010,35842,120307
i3,2013,77090,44543
i3,2022,70851,30229
5 Series,2015,60176,13202
Z4,2020,25903,38153
3 Series,2019,41007,55970
X1,2022,69899,13250
3 Series,2013,68609,132656
Z4,2023,55597,32299
5 Series,2018,26650,30035
i3,2013,25050,60474
5 Series,2022,31427,112421
X1,2015,31323,20328
5 Series,2020,36537,131693
Z4,2018,29482,106360
Z4,2015,55153,27054
X1,2011,33923,41358
Z4,2010,25489,44920
X1,2021,24571,18112
5 Series,2010,43338,131093
3 Series,2013,59849,134853
i3,2014,54163,93873
5 Series,2015,23161,14275
Z4,2010,18468,48635
3 Series,2016,24160,82229
5 Series,2011,48511,97424
5 Series,2016,29675,71794
i3,2018,43374,39546
Z4,2018,76630,66118
5 Series,2016,63464,69662
Z4,2011,28363,112051
5 Series,2018,52563,62983
3 Series,2015,66614,16005
Z4,2016,36889,122644
Z4,2019,63360,18888
X1,2016,31615,12044
X1,2014,61265,69068
i3,2010,35794,73042
X1,2014,16770,53761
5 Series,2014,78164,88928
3 Series,2022,25673,147568
X1,2015,72668,69140
i3,2017,50150,15764
3 Series,2016,19539,134289
3 Series,2021,42224,80484
i3,2018,17659,55850
Z4,2018,62626,24881
3 Series,2018,16015,68317
i3,2012,25648,103507
3 Series,2013,43695,119007
5 Series,2013,55074,49132
X1,2023,16493,7667
3 Series,2010,77298,43602
Z4,2019,42119,144407
5 Series,2015,78656,132809
X1,2022,33248,94080
Z4,2017,73530,60915
3 Series,2013,44541,44811
3 Series,2019,39074,43522
Z4,2018,25676,144414
X1,2011,49849,105872
X1,2013,69748,145779
Z4,2023,58702,80010
5 Series,2015,43279,73679
i3,2012,69774,108092
X1,2023,32352,41009
i3,2023,16881,97815
i3,2019,63347,83913
Z4,2023,36703,67431
i3,2022,33892,139907
X1,2021,64421,22860
3 Series,2015,22075,19577
Z4,2015,61094,142753
X1,2011,78904,43329
X1,2020,53640,20977
Z4,2016,60448,126825
i3,2015,67746,58419
3 Series,2013,22811,45496
i3,2018,48704,70786
X1,2019,62480,126862
i3,2015,45385,118450
3 Series,2022,35812,14122
X1,2023,28798,90802
3 Series,2014,32401,61397
5 Series,2016,75519,35605
5 Series,2011,26675,14350
5 Series,2010,54349,14907
X1,2015,46024,92797
5 Series,2015,54243,50834
3 Series,2012,68384,62807
Z4,2019,39833,92570
i3,2019,23066,133508
Z4,2019,53365,146625
X1,2010,28144,12312
i3,2023,66948,16038
i3,2015,28274,79069
i3,2020,71600,38446
Z4,2014,68241,126590
3 Series,2015,48666,85854
X1,2020,43708,68498
3 Series,2022,75375,42373
X1,2023,63565,85054
5 Series,2022,63678,125983
5 Series,2015,37109,30951
i3,2016,22833,82725
i3,2014,67588,72623
3 Series,2013,67867,74954
5 Series,2012,77773,119918
i3,2019,23622,107156
X1,2010,47375,81494
Z4,2017,47303,26475
X1,2012,23060,77288
X1,2010,65893,72319
i3,2014,77446,104709
X1,2014,18296,46347
Z4,2018,50993,44255
3 Series,2021,44643,12444
Z4,2017,73832,31668
i3,2013,69558,36076
5 Series,2019,79470,149596
i3,2019,52233,71057
X1,2016,16847,137024
Z4,2013,37249,134188
i3,2018,76287,40675
i3,2019,49157,97157
i3,2015,34701,77272
Z4,2017,43551,131712
X1,2010,50678,66982
Z4,2011,68340,9502
5 Series,2016,54165,118004
5 Series,2021,63761,104629
Z4,2018,38314,128175
i3,2011,49235,93378
i3,2019,17287,59894
Z4,2016,61572,111091
5 Series,2010,16241,104137
i3,2011,57228,76411
5 Series,2012,25169,139402
X1,2014,32022,6300
3 Series,2020,46732,73906
Z4,2022,39569,130076
i3,2021,75157,46898
Z4,2022,32857,18599
3 Series,2023,16662,50457
X1,2012,48028,36402
3 Series,2015,62833,131282
3 Series,2021,65881,131630
X1,2013,54872,15665
Z4,2014,37896,115382
i3,2014,20572,66232
Z4,2013,23971,62147
X1,2016,43787,49364
i3,2019,65841,8033
5 Series,2017,25892,105025
X1,2019,70193,30808
3 Series,2014,69634,55466
Z4,2019,60033,97853
5 Series,2016,33900,28277
3 Series,2013,41070,113667
5 Series,2021,65400,23195
5 Series,2019,40364,14352
Z4,2020,73681,120532
5 Series,2019,28466,70822
Z4,2018,55224,119775
X1,2014,45565,112119
X1,2019,64595,52317
i3,2018,68304,16051
i3,2017,20297,95052
X1,2022,52708,91928
Z4,2021,79971,109287
3 Series,2022,21672,30218
5 Series,2018,21533,76803
3 Series,2020,62909,112497
5 Series,2021,41959,132630
3 Series,2020,78199,46160
3 Series,2018,64566,31829
5 Series,2017,43343,51010
i3,2014,37855,45106
Z4,2023,21990,58292
5 Series,2017,52143,95133
3 Series,2017,15699,121504
Z4,2017,76471,42788
5 Series,2016,72908,126950
5 Series,2014,34297,5821
i3,2013,23614,80053
X1,2014,71990,57716
X1,2015,70944,45129
3 Series,2022,57980,123799
Z4,2010,40676,21624
5 Series,2012,43216,138822
X1,2022,34498,104265
Z4,2010,17833,87624
Z4,2018,73671,32579
3 Series,2017,24075,23909
5 Series,2020,23907,71881
3 Series,2010,55301,147394
i3,2016,37990,18557
i3,2012,76898,95728
Z4,2017,32204,129227
i3,2019,31430,60845
Z4,2022,56241,51054
5 Series,2021,32632,126535
5 Series,2010,76792,19363
5 Series,2019,45694,128558
Z4,2019,75042,41204
X1,2016,53700,142796
Z4,2017,58202,18939
5 Series,2017,18101,149620
Z4,2019,52083,144665
5 Series,2020,21277,141939
3 Series,2017,38312,121737
i3,2020,26320,137030
X1,2023,55943,40136
5 Series,2022,40984,45355
Z4,2021,74772,107897
5 Series,2018,76928,112731
i3,2013,28231,117073
X1,2020,60783,40886
X1,2011,73171,37156
i3,2019,59031,75453
i3,2017,30372,116677
Z4,2010,76196,100424
5 Series,2011,37818,124785
Z4,2016,74918,51077
i3,2016,47850,67255
i3,2020,77087,84504
i3,2014,16167,19194
3 Series,2012,61963,44356
i3,2012,73137,108874
X1,2022,65739,136739
Z4,2018,32261,120130
i3,2023,63568,62067
Z4,2022,50368,44366
5 Series,2011,28835,147546
i3,2019,42700,93738
i3,2016,47105,20964
i3,2021,59233,140083
i3,2022,33556,47582
3 Series,2019,75253,145939
3 Series,2023,33842,129095
i3,2022,49789,48292
X1,2011,29161,108020
i3,2011,75283,71542
Z4,2016,60657,147753
Z4,2019,36371,132342
i3,2021,39066,81039
Z4,2023,37385,116302
X1,2021,77831,135687
Z4,2021,65501,10066
X1,2023,54880,102534
Z4,2011,61889,67504
i3,2015,38942,51149
3 Series,2023,55300,61052
3 Series,2012,60303,121205
3 Series,2018,68302,19382
3 Series,2015,49512,32312
i3,2010,36430,132524
Z4,2015,76188,141928
3 Series,2022,22120,86135
3 Series,2020,46481,81294
3 Series,2012,29822,118983
5 Series,2013,29954,76603
i3,2013,69713,117495
i3,2013,79183,146610
5 Series,2023,50242,95856
i3,2020,28205,83633
Z4,2022,58139,103931
3 Series,2013,49876,68043
5 Series,2012,75722,72105
5 Series,2012,22948,149197
X1,2018,31472,25791
i3,2015,33869,127523
X1,2021,50830,95942
5 Series,2017,60480,108940
Z4,2021,73916,39870
i3,2011,34107,51935
5 Series,2012,69319,14260
3 Series,2019,27713,78779
Z4,2012,77125,128012
5 Series,2017,54339,57082
3 Series,2016,55556,64552
i3,2023,55496,120558
X1,2018,58377,72594
